rating,date,review,platform,cleaned_review,sentiment
1,15 September 2024,"Unable to login account getting error ""oops something went
                  wrong pls try again"" no one is able to tell me reason or
                  helping me.. i have done all basic troubleshooting..it seems
                  you have blocked my account without giving any reason.",jiomart,unable login account getting error oops something went wrong pls try one able tell reason helping done basic troubleshootingit seems blocked account without giving reason,negative
1,14 August 2024,"It's fraud don't install the app after ordering they cancell
                  the items and doesnont refund the amount.After creating ticket
                  they show that refund hasbeen done but actually when you see
                  in the account there is no refund came It's totally fraud done
                  by the selling unit",jiomart,fraud dont install app ordering cancell item doesnont refund amountafter creating ticket show refund hasbeen done actually see account refund came totally fraud done selling unit,negative
1,3 October 2024,"Very bad experience for the very first purchase I have
                  returned the item and still my refund is not yet credited and
                  while contacting customer care there is response worst app
                  ever, still meesho is the best app in front of these jio mart",jiomart,bad experience first purchase returned item still refund yet credited contacting customer care response worst app ever still meesho best app front jio mart,negative
3,3 September 2024,"Not a customer fav app.. not able to apply coupon.. on the
                  products selected. Not a easy go app and approach. Even credit
                  card offers also not applying.. wasted time...",jiomart,customer fav app able apply coupon product selected easy go app approach even credit card offer also applying wasted time,neutral
1,28 July 2024,"Never trust on their services and do the the package before
                  paying the delivery agent. They send parcels with products
                  missing but still ask you to pay the entire amount. Photo
                  shown and the products delivered are completely different👎🏻",jiomart,never trust service package paying delivery agent send parcel product missing still ask pay entire amount photo shown product delivered completely different,negative
1,4 August 2024,"I'm trying order something since last couple of day's but
                  while placing order I should get OTP window instead of that
                  it's automatically drag back to previous page (on order
                  review).. it's not give me OTP box to complete this order...",jiomart,im trying order something since last couple day placing order get otp window instead automatically drag back previous page order review give otp box complete order,negative
1,19 August 2024,"Worst App dont order here...if you have more money to loose
                  then install and order in this app..I have been delivered with
                  damaged items and no support to return them and in the other
                  order items missing and no response from customer care...worst
                  app and worst customer care",jiomart,worst app dont order hereif money loose install order appi delivered damaged item support return order item missing response customer careworst app worst customer care,negative
1,5 August 2024,"Grocery Cancellation Feature not aviable on app. We write
                  customer care also they said refuse the item on doorstep. I
                  refused but don't know how delivery agent marked item
                  delivered without asking delivery pin. I called agent and
                  asked how you marked item delivered without pin they said
                  ""maine bola tha sir aap nhi logo delivery toh me return toh
                  nhi karoga aab maine rakh liya"". I complaint customer care
                  also but no hearing. Money will stuck and no one solve the
                  issue.",jiomart,grocery cancellation feature aviable app write customer care also said refuse item doorstep refused dont know delivery agent marked item delivered without asking delivery pin called agent asked marked item delivered without pin said maine bola tha sir aap nhi logo delivery toh return toh nhi karoga aab maine rakh liya complaint customer care also hearing money stuck one solve issue,negative
1,20 July 2024,"Had ordered LED TV from Jio Mart, LED arrived the next day but
                  even after 4 days of installation it has not happened yet.
                  Customer Center is the only answer 72 hrs. Installation issues
                  7-8 days have passed but the installation has not happened and
                  neither is the return happening.not open yet. Till now it has
                  not been opened, no one is telling me what to do. Should I get
                  it done myself or not?",jiomart,ordered led tv jio mart led arrived next day even day installation happened yet customer center answer hr installation issue day passed installation happened neither return happeningnot open yet till opened one telling get done,negative
1,24 August 2024,"Check subtotal carefully before placing the order Displayed
                  amount is increased at cart, its very bad.... Never place
                  pre-paid order. I am still deprive of two refunds. Never order
                  fragil product, like biscuit, I have received totally broken
                  biscuits many times",jiomart,check subtotal carefully placing order displayed amount increased cart bad never place prepaid order still deprive two refund never order fragil product like biscuit received totally broken biscuit many time,negative
1,7 September 2024,"I'm extremely frustrated with my ordering experience, as every
                  order I place consistently gets cancelled, which is really
                  disappointing.",jiomart,im extremely frustrated ordering experience every order place consistently get cancelled really disappointing,negative
1,25 September 2024,"I ordered office chair and 2 wheels from the chair were
                  missing I immediately raised issue and placed return for that
                  on same day on 10th sep it's 25th today still product is not
                  picked up and it is showing returned in my orders I called
                  them almost 3-4 times trying to follow up everytime there
                  answer is same provide us 2-3working days we will pick the
                  product it's been 15 days and still not picked up. I ordered
                  from jio mart for the 1st time and i have to say this has been
                  my worst experience",jiomart,ordered office chair wheel chair missing immediately raised issue placed return day th sep th today still product picked showing returned order called almost time trying follow everytime answer provide u working day pick product day still picked ordered jio mart st time say worst experience,negative
1,15 September 2024,"my orders keep getting cancel, I ordered twice and it got
                  cancel from the delivery guy and today again I had a call
                  asking that if I know that my delivery guy has canceled my
                  ordered, worst app UPDATE: my order got canceled AGAIN!. I'm
                  deleting the app that's it. never using jiomart ever again",jiomart,order keep getting cancel ordered twice got cancel delivery guy today call asking know delivery guy canceled ordered worst app update order got canceled im deleting app thats never using jiomart ever,negative
1,30 July 2024,"Shame on Jio customer services and attitude, as Jio Operations
                  team cancelling many orders and blaming us 1) Supplying
                  products near expiry date 2) Poor Customer Services 3) lost
                  refunds for 2 occasions as customer services just responding
                  we are working on your issues. 4) on many occasion realised
                  they don't read your message properly. 5) can't beat quality
                  services from Bigbasket, Flipkart, Amazon 6) Any product with
                  special discount price they cancel order saying due to
                  technical reason.",jiomart,shame jio customer service attitude jio operation team cancelling many order blaming u supplying product near expiry date poor customer service lost refund occasion customer service responding working issue many occasion realised dont read message properly cant beat quality service bigbasket flipkart amazon product special discount price cancel order saying due technical reason,negative
1,3 August 2024,"Worst experience. No any popular branded products are
                  available in app. No Ashirwad atta, no Amul ghee available.
                  Neither gulab, not ankur or good life brand groundnut oil is
                  not available in app. No surf Excel washing powder, no any
                  branded detergent cake like surf, tide, wheel, nirma etc...",jiomart,worst experience popular branded product available app ashirwad atta amul ghee available neither gulab ankur good life brand groundnut oil available app surf excel washing powder branded detergent cake like surf tide wheel nirma etc,negative
1,16 August 2024,"Executive here keep asking you if we are connected every 30
                  secs and don't let the other person type the problem and if
                  one is busy typing problem and you delay in saying yes we are
                  for a few secs they will close the chat. So a very very poor
                  help center.",jiomart,executive keep asking connected every sec dont let person type problem one busy typing problem delay saying yes sec close chat poor help center,negative
1,12 August 2024,"Very worst app and service. I placed an order for the first
                  time and after three days I got a notification that the order
                  was cancelled.. and that the cash will be refunded in a week.",jiomart,worst app service placed order first time three day got notification order cancelled cash refunded week,negative
1,29 September 2024,"Price are high and concern issues with delivery. Most of the
                  items are some other local package company.. was personally
                  used to get grocery on store but pulse n grain quality is low",jiomart,price high concern issue delivery item local package company personally used get grocery store pulse n grain quality low,negative
1,28 July 2024,"Unable to make payment by cards where I am paying by cards
                  everywhere . The last order was canceled on what is called '
                  technical reasons ' arbitrarily without giving reasons or
                  apology. Why accept the order if you cannot deliver it in the
                  first place? There are others who will do it and did it too .",jiomart,unable make payment card paying card everywhere last order canceled called technical reason arbitrarily without giving reason apology accept order deliver first place others,negative
1,7 September 2024,"In the latest update it just wont let you open your orders
                  only....very buggy app. Most primary functions of opening a
                  profile or my order itself is not working.",jiomart,latest update wont let open order onlyvery buggy app primary function opening profile order working,negative
1,27 September 2024,"This app very waste no use any product... all r damage don't
                  purchase any products... 6th sep I order some groceries still
                  not delivered ... asking to customer service saying wait
                  24hrs... how many days going on but my refund not received in
                  my bank account... I Send All Details to email .... but Not
                  responding anybody..... still pending my payment in app
                  only....no useful for customer service of jio mart waste all r
                  working there.... no responsible for customer....",jiomart,app waste use product r damage dont purchase product th sep order grocery still delivered asking customer service saying wait hr many day going refund received bank account send detail email responding anybody still pending payment app onlyno useful customer service jio mart waste r working responsible customer,negative
1,30 August 2024,"I'm extremely disappointed with recent services,I returned an
                  order,they picked it as well ,but it's been 2 days there is no
                  update about my refund.Customer service is pathetic,none of
                  the given contact number working.",jiomart,im extremely disappointed recent servicesi returned orderthey picked well day update refundcustomer service patheticnone given contact number working,negative
2,13 September 2024,"Please don't order by using Jio Mart application as I ordered
                  on 1st September 2024 for some grocery items and my order was
                  delivered next day. I received short delivery as one item was
                  missing. I reported and raised complaint. In reply to my
                  complaint I was assured that Rs. 99.00 will be refunded after
                  7 days but still no refund was credited to my account. Today I
                  again raised a complaint to refund for short delivery. I will
                  not order any grocery item in future.",jiomart,please dont order using jio mart application ordered st september grocery item order delivered next day received short delivery one item missing reported raised complaint reply complaint assured r refunded day still refund credited account today raised complaint refund short delivery order grocery item future,negative
1,31 July 2024,"The delivery boy calls for confirmation code to deliver the
                  items at a very later time. If we don't provide the code, he
                  will close the order somehow. Very pathetic delivery
                  experience. Seems like Jiomart has lots of underperforming
                  delivery boys.",jiomart,delivery boy call confirmation code deliver item later time dont provide code close order somehow pathetic delivery experience seems like jiomart lot underperforming delivery boy,negative
1,21 August 2024,"Most worst app I have ever use .After placing my order and
                  paying, I am being called and told that they can't deliver to
                  my location, but at my location, Jio Ground is delivering to
                  everyone and my time is not available.",jiomart,worst app ever use placing order paying called told cant deliver location location jio ground delivering everyone time available,negative
1,15 September 2024,"It was a terrible experience. Customers have no value for
                  them. I would never recommend anyone to purchase groceries
                  from JioMart. Their so-called customer support is just for
                  show; they don't care about the customer's losses at all.",jiomart,terrible experience customer value would never recommend anyone purchase grocery jiomart socalled customer support show dont care customer loss,negative
1,9 August 2024,"Worst service. When you order some goods you are debited for
                  the full amount and while delivery two or three products are
                  missing and you are told that money for the missing products
                  would be refunded. I am waiting for my refund of Rs 299 dated
                  27/09/2023 and Rs 162 dt 17/07/2024. Every time you lodge a
                  complaint they promise you with apologies to refund within 7
                  days and never refunded. Every time they go on dodging. I have
                  lodged several complaints but they act at their own whims and
                  fancies.",jiomart,worst service order good debited full amount delivery two three product missing told money missing product would refunded waiting refund r dated r dt every time lodge complaint promise apology refund within day never refunded every time go dodging lodged several complaint act whim fancy,negative
1,9 August 2024,"The worst shoping app ever they will just cancel your orders
                  at last minute you can rely on them for anything and if I ask
                  for a reason the will always say ""some technical issues"" every
                  time just hate this app I wish there was a negative stars
                  button here",jiomart,worst shoping app ever cancel order last minute rely anything ask reason always say technical issue every time hate app wish negative star button,negative
1,30 August 2024,"Terrible Delivery Service and Complete Lack of Punctuality I
                  have never been so disappointed with a delivery service as I
                  am with JioMart. The delivery is consistently late, with no
                  regard for the promised delivery times. Multiple times, I
                  haven't recieved my orders 6 days after the expected date,
                  without any communication or apology from the company parcel
                  is cancelled. Worst experience ever",jiomart,terrible delivery service complete lack punctuality never disappointed delivery service jiomart delivery consistently late regard promised delivery time multiple time havent recieved order day expected date without communication apology company parcel cancelled worst experience ever,negative
1,23 August 2024,"I have received an empty box. There is no egg inside in this
                  box. I am frustrated with your service.I HAVE ALSO CALLED
                  CUSTOMER CARE FOR JIOMART IMMEDIATELY FOR THAT RELATED
                  ISSUE.You can give my money back or give me my order as quick.
                  Zero star experience for me Customer care or helpdesk JIOMART
                  is not resolved that issue. I don't want order anymore. I am
                  uninstalled this frustrated app now.",jiomart,received empty box egg inside box frustrated servicei also called customer care jiomart immediately related issueyou give money back give order quick zero star experience customer care helpdesk jiomart resolved issue dont want order anymore uninstalled frustrated app,negative
1,10 August 2024,"Worst application and services. Order cancelled by delivery
                  partner as they are using two wheeler only and doesn't have
                  capacity of big order delivery. Also noal answer avilable with
                  customer care team. Order Amount will be refunded by 9 days.",jiomart,worst application service order cancelled delivery partner using two wheeler doesnt capacity big order delivery also noal answer avilable customer care team order amount refunded day,negative
1,25 August 2024,"Pathetic app.. placed order thrice for grocery item and every
                  time it gets cancelled from there end. When jiomart don't have
                  stock then why don't they disable those items in first place..
                  It's annoying",jiomart,pathetic app placed order thrice grocery item every time get cancelled end jiomart dont stock dont disable item first place annoying,negative
1,23 August 2024,"Delivery man cancel the order by himself at the last moment,
                  genuinely I didn't like this coz firstly in your app you're
                  showing that delivery is available in a particular location
                  but in Last moment the delivery man cancelled order by himself
                  Very disappointed. 👎",jiomart,delivery man cancel order last moment genuinely didnt like coz firstly app youre showing delivery available particular location last moment delivery man cancelled order disappointed,negative
1,28 August 2024,"A few days ago, I placed an order for Amul Butter through
                  JioMart. Amul is a trusted brand, and I’ve been using their
                  products for years. When my order arrived, the outer packaging
                  clearly showed that it was Amul Butter, which is exactly what
                  I expected. However, when I opened the packaging, I was
                  shocked to find that the butter inside was not Amul at all—it
                  was from a completely different brand called ""Delicious.""",jiomart,day ago placed order amul butter jiomart amul trusted brand ive using product year order arrived outer packaging clearly showed amul butter exactly expected however opened packaging shocked find butter inside amul allit completely different brand called delicious,negative
1,21 August 2024,"I have ordered few items and got message ""Cancelled by
                  Delivery Partner"" ... This happened two times within 5 Days
                  ... Customer Support is very lame and too arrogant by closing
                  the chat or conversation that no response is received with in
                  15 seconds.. They can make us wait for 30 or seconds for their
                  response..",jiomart,ordered item got message cancelled delivery partner happened two time within day customer support lame arrogant closing chat conversation response received second make u wait second response,negative
1,28 August 2024,"I really very disappointed to your response... It was my 2nd
                  order which was pre-paid and the order cancelled by the
                  delivery boy still didn't receive my refund . Again i placed
                  order same prepaid method again it's cancelled by thy company
                  without any reason any not refund my money😡😡😡😡😡😡",jiomart,really disappointed response nd order prepaid order cancelled delivery boy still didnt receive refund placed order prepaid method cancelled thy company without reason refund money,negative
5,12 August 2024,"Easy and quick to place order. Very reasonable pricing. I only
                  hope delivery is on date mentioned and not delayed.",jiomart,easy quick place order reasonable pricing hope delivery date mentioned delayed,positive
2,15 August 2024,"Very worst app. Need changes.. Lagging many times... Pls see
                  your competetors apps and do some changes. Products and
                  discounts are better than any other e com apps.",jiomart,worst app need change lagging many time pls see competetors apps change product discount better e com apps,negative
2,20 August 2024,"Any issue with this app? Unable to login after entering OTP.
                  Again and again asking to login. Everytime failed after OTP.
                  Something went wrong msg comes.",jiomart,issue app unable login entering otp asking login everytime failed otp something went wrong msg come,negative
1,7 September 2024,"The service is terrible! Every time I place an order, it
                  either says delivered (which never actually arrives, for god's
                  sake), or it gets canceled or returned on its own.",jiomart,service terrible every time place order either say delivered never actually arrives god sake get canceled returned,negative
1,16 August 2024,"i have pathetic experience on this.. there delivery boys dont
                  deliver all items.. and if we ask his number they wont give
                  and we pay for item we have not recived.. i contacted customer
                  care and did all.. but delivery and customer care looks
                  compromised otherwise they should give atleast his number or
                  give me product",jiomart,pathetic experience delivery boy dont deliver item ask number wont give pay item recived contacted customer care delivery customer care look compromised otherwise give atleast number give product,negative
1,4 September 2024,"Worst delivery person & worst experience this SEP as I
                  have not received my order but status is showing delivered..
                  Did so many calls to delivery person & he's not attending
                  my calls & always my calls in second line.. jio Mart has
                  to improve so many things otherwise it's very difficult in
                  online market",jiomart,worst delivery person worst experience sep received order status showing delivered many call delivery person he attending call always call second line jio mart improve many thing otherwise difficult online market,negative
1,4 August 2024,"There delivery agents are very rude, they take the parcel from
                  the doorstep and mark then return as cx not available and
                  their support team is good for nothing they don't even try to
                  solve the problem of the customers. Don't purchase any thing.",jiomart,delivery agent rude take parcel doorstep mark return cx available support team good nothing dont even try solve problem customer dont purchase thing,negative
1,26 September 2024,"It glitches a lot... It's just refreshes itself like 10 to 15
                  times a minute.. I am unable to look for the items....",jiomart,glitch lot refreshes like time minute unable look item,negative
4,1 September 2024,"very smooth process & fast checkout. 1 star less because
                  every time they cancel one or more items. jio mart needs to
                  improve on that",jiomart,smooth process fast checkout star less every time cancel one item jio mart need improve,positive
4,15 August 2024,"It was prompt delivery and items were fresh and good save the
                  bananas that apparently were the last ones of the bunch. They
                  were small and obviously don't deserve to be called Robusto.",jiomart,prompt delivery item fresh good save banana apparently last one bunch small obviously dont deserve called robusto,positive
3,25 July 2024,"I am facing some sort of delivery issues...my order is getting
                  shipped and out for delivery message also arrives but the
                  delivery agent is not delivering my order..someone from
                  jiomart is calling and saying that delivery service is not
                  available at my place....but how come my orders get confirmed
                  and out for delivery message also come..I think the staff is
                  mishandling the store...very irresponsible behaviour....
                  delivery staff is very irresponsible very poor service...",jiomart,facing sort delivery issuesmy order getting shipped delivery message also arrives delivery agent delivering ordersomeone jiomart calling saying delivery service available placebut come order get confirmed delivery message also comei think staff mishandling storevery irresponsible behaviour delivery staff irresponsible poor service,neutral
1,31 July 2024,"Very bad service, I have got nealy expiring product and ticket
                  has been raised regarding the concern. But they resolved
                  without giving any resolution. Am not able to view also what's
                  the content there",jiomart,bad service got nealy expiring product ticket raised regarding concern resolved without giving resolution able view also whats content,negative
1,22 August 2024,"Worst service worst product they sent expired milk today which
                  has become curd. They say it will be delivered on this date
                  but will deliver before no sense of responsibility. Their help
                  section is worse they don't help there customer or care about
                  if I had the option to upload photo and videos. I could have
                  sent proof here itself to waste money if you wanna order from
                  here.",jiomart,worst service worst product sent expired milk today become curd say delivered date deliver sense responsibility help section worse dont help customer care option upload photo video could sent proof waste money wan na order,negative
1,23 July 2024,"Worst experience with delivery. I paid money at the time of
                  delivery but after delivery i found some products are missing
                  from delivered packet as they don't allow to open packet in
                  front of delivery partner.",jiomart,worst experience delivery paid money time delivery delivery found product missing delivered packet dont allow open packet front delivery partner,negative
1,3 October 2024,"Cart doe not open nd app is also slow...from 1-2 yr I m facing
                  this problem Much space for improvement 3/10/2024 Now from a
                  month I am trying to place a order and it says products are
                  not delivered on your location as simple as salt is not
                  delivered I don't understand this",jiomart,cart doe open nd app also slowfrom yr facing problem much space improvement month trying place order say product delivered location simple salt delivered dont understand,negative
1,4 August 2024,"Ive ordered good life California pista from here, they
                  delivered the product right on time but they had removed the
                  expiry as well as manufacturing date so i dont hav a clue that
                  if its expiry or not, Ive paid the full amount and receiving
                  expiry product thats egregious, n when i contacted to the
                  customer service they just say that my query will b resolved
                  asap but its been 14 days, i haven't even opened the packet in
                  the hope they would exchange it but they dont respond,
                  pathetic service here🤦",jiomart,ive ordered good life california pista delivered product right time removed expiry well manufacturing date dont hav clue expiry ive paid full amount receiving expiry product thats egregious n contacted customer service say query b resolved asap day havent even opened packet hope would exchange dont respond pathetic service,negative
1,14 September 2024,"Pathetic service now a days. In last 2 months 8-9 deliveries
                  got cancelled inspite of showing stock available at pincode.
                  After compalining , no solution on reason of cancelling order.
                  Worst experince ever.",jiomart,pathetic service day last month delivery got cancelled inspite showing stock available pincode compalining solution reason cancelling order worst experince ever,negative
2,2 September 2024,"Order are continuously cancelling. Everytime I order something
                  on app it get cancelled. Are you guys working in Delhi or not.
                  Please confirm if you are not interested in delivering the
                  orders I will uninstall this app",jiomart,order continuously cancelling everytime order something app get cancelled guy working delhi please confirm interested delivering order uninstall app,negative
3,27 September 2024,"Unhappy with the app. Most of the things I ordered once and
                  wanted to reorder were unavailable at my location. Why are a
                  lot of things only available once at my location and not
                  again?",jiomart,unhappy app thing ordered wanted reorder unavailable location lot thing available location,neutral
1,20 August 2024,"Very slow app. Browsing of products should be ultra fast.
                  Expectations with Jio are high. Currently its very slow
                  compare to Amazon and Flipkart app.",jiomart,slow app browsing product ultra fast expectation jio high currently slow compare amazon flipkart app,negative
1,25 September 2024,"Extremely worst service. I don't know why are they even taking
                  orders if can not be fulfilled. Multiple times I had to change
                  order and it never comes on time. They will call you late
                  night for address. This does not even qualify for single star.
                  Dont get cheated with Jio Mart. There are many others who
                  deliver in minutes. Shame on you Jio Mart team!!!",jiomart,extremely worst service dont know even taking order fulfilled multiple time change order never come time call late night address even qualify single star dont get cheated jio mart many others deliver minute shame jio mart team,negative
1,8 September 2024,"What a ghatiya app is this...if u can't deliver product then
                  don't take order...and also refund my money or deliver the
                  product otherwise I will complaint about it on consumer court/
                  helpline no. This is my mistakes I have never seen the reviews
                  of other consumer, by seeing I reels and I installed and
                  placed the order.",jiomart,ghatiya app thisif u cant deliver product dont take orderand also refund money deliver product otherwise complaint consumer court helpline mistake never seen review consumer seeing reel installed placed order,negative
1,21 August 2024,"3rd class service, or I should say they don't believe in
                  giving SERVICE AT ALL.. no matter how many times u put an
                  order they just don't deliver it!!!!!!! So DAMN
                  FRUSTRATING...It's a POOR for me!",jiomart,rd class service say dont believe giving service matter many time u put order dont deliver damn frustratingits poor,negative
1,22 August 2024,"Return and exchange customer care service is very poor and
                  irritating to much wait... deliver wrong item in non
                  returnable order ....why!?... After your reply I mailed you
                  and your mail support is also auto generated very poor
                  customer service....",jiomart,return exchange customer care service poor irritating much wait deliver wrong item non returnable order reply mailed mail support also auto generated poor customer service,negative
1,31 July 2024,"Here one can experience the exceptionally worst Service
                  quality of Jiomart. They found themselves unable to deliver
                  the order in time. They cancel the order without any prior
                  notice. The refund initiation service is poor too. The
                  customer care service of Jiomart has no interest to provide
                  you any postive solution. If you want to waste your time you
                  can contact to it's customer care.",jiomart,one experience exceptionally worst service quality jiomart found unable deliver order time cancel order without prior notice refund initiation service poor customer care service jiomart interest provide postive solution want waste time contact customer care,negative
1,17 September 2024,"Very bad experience with this app the servers are always busy.
                  I was cancelling a order but it was not loading very
                  disappointed",jiomart,bad experience app server always busy cancelling order loading disappointed,negative
1,30 September 2024,"After spending one hour selecting and ordering groceries and
                  paying the amount, I got to know by the next day that my order
                  got cancelled due to unforeseen circumstances after I got the
                  MSG that delivery on the way. Worst experience",jiomart,spending one hour selecting ordering grocery paying amount got know next day order got cancelled due unforeseen circumstance got msg delivery way worst experience,negative
1,12 August 2024,"Last 5 orders cancelled by system without any reason. We have
                  discussed in customer care and are told to place same order.
                  Payments are made during order placement. Not happy at all.",jiomart,last order cancelled system without reason discussed customer care told place order payment made order placement happy,negative
1,1 August 2024,"The worst app ever It doesn't come on time And when we want to
                  cancel it It makes us wait for a while Please don't order from
                  here there are better options ! Jiomart please improve in your
                  services! This is not done ....highly disappointed",jiomart,worst app ever doesnt come time want cancel make u wait please dont order better option jiomart please improve service done highly disappointed,negative
4,14 August 2024,"App UI is basic. Search can be more smart and efficient. +1
                  for free delivery.",jiomart,app ui basic search smart efficient free delivery,positive
1,25 August 2024,"Don't trust this application, they charge amount again and
                  again for order but later on tell you that order was not
                  completed when you can clearly see in order history. When you
                  call thier customer care they sale your details to stammers
                  they will attack with all their resources , customer care
                  response is senseless even their social media team is full of
                  stupids! Fraud company, Don't even try this.",jiomart,dont trust application charge amount order later tell order completed clearly see order history call thier customer care sale detail stammer attack resource customer care response senseless even social medium team full stupid fraud company dont even try,negative
1,6 August 2024,"** JioMart App or website both doesn't mention Mfg dates and /
                  or Expiry details of Food /Grocery items. This is supposed to
                  be compulsory as per Govt Orders. ** App is toooooo slow.
                  Response is miserably slow. After pressing a button, it takes
                  lot of time to act.",jiomart,jiomart app website doesnt mention mfg date expiry detail food grocery item supposed compulsory per govt order app toooooo slow response miserably slow pressing button take lot time act,negative
1,19 September 2024,"No option to add new address, whenever you click on add
                  address it takes to default address with two options 1. Use
                  current gps location 2. Search for your location Means I can
                  add address where I want goods to be delivered Pathetic and
                  disgusting 😡",jiomart,option add new address whenever click add address take default address two option use current gps location search location mean add address want good delivered pathetic disgusting,negative
1,8 September 2024,"Worst app they have no return policy in 95% of the
                  products....also they keep on sending wrong products....and
                  the customer care didn't even respond....and in any product
                  there is no details about return policy in description... very
                  horrible experience.....😠",jiomart,worst app return policy productsalso keep sending wrong productsand customer care didnt even respondand product detail return policy description horrible experience,negative
1,15 September 2024,"The delivery service is getting worst daily. Order gets
                  shipped and cancelled by delivery agents and the customer
                  support team says tech issue. They are being rude on chats and
                  I do not have any mecha ism to rate the conversation. Highly
                  dissatisfied with the frequent experiences.",jiomart,delivery service getting worst daily order get shipped cancelled delivery agent customer support team say tech issue rude chat mecha ism rate conversation highly dissatisfied frequent experience,negative
1,2 September 2024,"It's a total disappointment! There are no option for any
                  commodity you search for. They don't even show most popularly
                  used brands like Nestle or something like that.",jiomart,total disappointment option commodity search dont even show popularly used brand like nestle something like,negative
1,31 August 2024,"Worst app, earlier it used to deliver products in my location.
                  But now it's something like hyperlocal delivery not available
                  in your location.",jiomart,worst app earlier used deliver product location something like hyperlocal delivery available location,negative
1,8 September 2024,"Horrible app! Never use this app! There is no option for
                  cancellation. I have an order which is under process for
                  weeks! But I am still unable to cancel it. Horrible!",jiomart,horrible app never use app option cancellation order process week still unable cancel horrible,negative
1,20 September 2024,"First of please not install this app and don't use this
                  because 1st time i used this app . I was facing multiple types
                  problems. I not get a offered product and one item was missed
                  so i called to different types people like shopkeeper (madan,
                  asha), delivery boy, junior executive,senior executive and
                  floor supervisor(divyanshu dubey) and rise mail but no anyone
                  provide solution. But i try again so delivery boy gave me fund
                  . That is my bad experience. I feels they people were fraud
                  with me .",jiomart,first please install app dont use st time used app facing multiple type problem get offered product one item missed called different type people like shopkeeper madan asha delivery boy junior executivesenior executive floor supervisordivyanshu dubey rise mail anyone provide solution try delivery boy gave fund bad experience feel people fraud,negative
5,5 September 2024,"selective systematic simple collections. My first order
                  experience, comfortable booking and cart selections, exciting
                  journey through your app.",jiomart,selective systematic simple collection first order experience comfortable booking cart selection exciting journey app,positive
1,2 October 2024,"One of the worst customer service support they're big fraud.
                  Recommended not to buy with the fraudulent company. Review on
                  my recent experiences with multiple order, they're big
                  cheaters. Jiomart App is a big scam.",jiomart,one worst customer service support theyre big fraud recommended buy fraudulent company review recent experience multiple order theyre big cheater jiomart app big scam,negative
1,16 September 2024,"I ordered 15-16 items and within 20-25 minutes my entire order
                  was cancelled. When I asked customer care why they did this,
                  they did not respond. Worst application I had ever used.",jiomart,ordered item within minute entire order cancelled asked customer care respond worst application ever used,negative
5,21 August 2024,"THE BEST quick commerce service available with unbelievable
                  discounts, fresh n clean daily use products, super fast
                  delivery within hours, very polite staff. 10/10 for delivery
                  execution, it just needs to fix regular bugs on the app so to
                  make ordering more pleasurable.",jiomart,best quick commerce service available unbelievable discount fresh n clean daily use product super fast delivery within hour polite staff delivery execution need fix regular bug app make ordering pleasurable,positive
1,1 September 2024,"I am using this. App since 2020 and placed many orders till
                  .but Now unable to place the order. And getting hypothetical
                  items can't deliver to ubr location Even I am unable to
                  ordering simple product also",jiomart,using app since placed many order till unable place order getting hypothetical item cant deliver ubr location even unable ordering simple product also,negative
2,25 July 2024,"Ordered oil but a damaged can was sent. I received three
                  fourth of the oil can. I opted for replacement it took a week
                  but it was replaced. Don't take so long to respond and
                  replace. Happy for the replacement",jiomart,ordered oil damaged sent received three fourth oil opted replacement took week replaced dont take long respond replace happy replacement,negative
1,12 August 2024,"never buy from this stupid app i bought a jio phone bharat
                  when i received it had scratches on the screen so initiated a
                  return they rejected telling to go to service center when i
                  gone service center told me they replace it after when i
                  inserted my sim the sim also not working stuck on emergency
                  calls",jiomart,never buy stupid app bought jio phone bharat received scratch screen initiated return rejected telling go service center gone service center told replace inserted sim sim also working stuck emergency call,negative
